,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
88,God is a woman,Sweetener,Ariana Grande,2018-08-17,197546,47,0.602,0.0233,0.602,0.658,5.78e-05,0.229,-5.947,0.055,145.084,4
89,no tears left to cry,no tears left to cry,Ariana Grande,2018-04-20,205946,1,0.703,0.0375,0.703,0.696,5.65e-06,0.274,-5.482,0.0529,121.969,4
95,Born This Way,Born This Way (International Special Edition Version),Lady Gaga,2011-05-23,260253,74,0.587,0.00327,0.587,0.828,0.0,0.331,-5.108,0.161,123.907,4
97,Whataya Want from Me,For Your Entertainment,Adam Lambert,2009-11-23,227320,64,0.44,0.00706,0.44,0.683,0.0,0.0593,-4.732,0.0489,185.948,4
98,Break Free,My Everything (Deluxe),Ariana Grande,2014-08-22,214840,0,0.687,0.0064,0.687,0.702,4.35e-05,0.204,-5.324,0.0455,129.956,4
99,Pull Up To The Bumper,Nightclubbing,Grace Jones,1981-01-01,281533,0,0.843,0.174,0.843,0.796,0.0156,0.0883,-11.002,0.0843,108.701,4
0,Lot to Learn,TMRW,Luke Christopher,2015-09-11,248337,64,0.405,0.0948,0.405,0.846,0.0,0.0666,-3.57,0.195,82.232,4
1,Know Me From,Know Me From,Stormzy,2015-03-08,193714,52,0.734,0.403,0.734,0.725,0.0,0.133,-8.965,0.395,139.967,4
3,Bad Karma,Bad Karma,Axel Thesleff,2014-04-21,416000,65,0.7,0.0131,0.7,0.546,0.0305,0.172,-7.705,0.109,80.004,4
4,7 Roads (I See You),7 Roads (I See You),Julius Cowdrey,2016-11-25,205844,0,0.49,0.514,0.49,0.587,0.0,0.114,-4.231,0.0288,77.501,4
5,Quick Musical Doodles,First Steps,Two Feet,2016-07-29,144000,0,0.688,0.241,0.688,0.349,0.685,0.374,-7.182,0.27,169.773,4
6,What If I Go? - Single Version,What If I Go?,Mura Masa,2016-03-15,200550,0,0.737,0.354,0.737,0.616,0.0,0.307,-7.314,0.312,100.459,4
7,"Ante Up (feat. Busta Rhymes, Teflon & Remi Martin) - Remix",Warriorz,M.O.P.,2000-08-29,247693,63,0.68,0.0206,0.68,0.894,0.0,0.462,-4.86,0.255,94.089,4
8,Leave The Night On,Montevallo,Sam Hunt,2014-10-24,192160,0,0.52,0.109,0.52,0.953,0.0,0.354,-3.813,0.0622,171.981,4
9,Sing It to Me,Where It's At,Dustin Lynch,2014-09-09,199706,0,0.516,0.00393,0.516,0.821,1.48e-06,0.0968,-5.899,0.0524,92.977,4
10,Love$ick,Love$ick,Mura Masa,2016-09-30,192154,0,0.65,0.138,0.65,0.776,0.00417,0.27,-5.059,0.139,88.89,4
11,Dan Bilzerian (feat. Lil Yachty),Dan Bilzerian (feat. Lil Yachty),T-Pain,2016-12-09,209663,1,0.793,0.119,0.793,0.789,0.0,0.0632,-3.962,0.0621,150.008,4
12,Party (feat. Usher & Gucci Mane),Party (feat. Usher & Gucci Mane),Chris Brown,2016-12-16,220813,2,0.762,0.0556,0.762,0.576,0.0,0.0869,-4.951,0.0829,142.096,4
13,Blood On The Leaves,Yeezus,Kanye West,2013-01-01,359800,0,0.412,0.374,0.412,0.68,0.0,0.101,-4.099,0.144,85.963,4
14,Purple Lamborghini (with Rick Ross),Suicide Squad: The Album,Various Artists,2016-08-05,215510,56,0.457,0.0019,0.457,0.899,0.0,0.831,-2.591,0.132,147.268,4
15,There's Only One Of You,Unfinished Business (Deluxe),Nathan Sykes,2016-11-11,234986,0,0.722,0.197,0.722,0.524,0.0,0.0922,-6.871,0.0274,92.963,4
16,Lot to Learn - Garage Sessions,Lot to Learn (Garage Sessions),Luke Christopher,2016-12-23,166568,27,0.589,0.941,0.589,0.281,0.0,0.117,-11.402,0.0902,93.957,5
17,Had Some Drinks,Momentum,Two Feet,2017-06-09,140973,0,0.825,0.14,0.825,0.304,0.000498,0.147,-11.597,0.101,84.927,4
18,Hold On,Hold On,Prismo,2017-06-23,203930,42,0.683,0.166,0.683,0.777,0.0,0.0988,-6.015,0.0667,127.725,4
0,It's Beginning to Look a Lot like Christmas,Christmas,Michael Bublé,2011-10-14,206639,74,0.339,0.908,0.339,0.214,7.47e-06,0.341,-11.714,0.0375,94.775,3
1,Santa Claus Is Coming to Town,Christmas,Michael Bublé,2011-10-14,171093,59,0.594,0.785,0.594,0.389,0.0,0.0313,-7.109,0.0517,122.331,4
2,Jingle Bells (feat. The Puppini Sisters),Christmas,Michael Bublé,2011-10-14,159973,60,0.702,0.634,0.702,0.588,0.0,0.198,-5.914,0.0563,122.945,3
3,White Christmas (with Shania Twain),Christmas,Michael Bublé,2011-10-14,216626,62,0.628,0.469,0.628,0.484,1.23e-05,0.126,-7.588,0.0319,63.476,4
4,All I Want for Christmas Is You,Christmas,Michael Bublé,2011-10-14,171826,57,0.503,0.42,0.503,0.465,0.0,0.101,-8.077,0.0274,141.793,4
5,Holly Jolly Christmas,Christmas,Michael Bublé,2011-10-14,119786,70,0.647,0.865,0.647,0.465,0.0,0.0882,-8.308,0.0428,151.251,4
6,Santa Baby,Christmas,Michael Bublé,2011-10-14,231626,54,0.641,0.835,0.641,0.0964,2.95e-05,0.11,-12.995,0.0399,76.273,4
7,Have Yourself a Merry Little Christmas,Christmas,Michael Bublé,2011-10-14,230306,58,0.275,0.602,0.275,0.276,0.00167,0.121,-11.395,0.0321,68.764,3
9,Silent Night,Christmas,Michael Bublé,2011-10-14,227520,53,0.24,0.959,0.24,0.124,0.0237,0.103,-14.542,0.0308,80.986,3
10,Blue Christmas,Christmas,Michael Bublé,2011-10-14,221706,52,0.341,0.192,0.341,0.64,4.61e-05,0.268,-4.432,0.0378,86.006,4
11,Cold December Night,Christmas,Michael Bublé,2011-10-14,198266,58,0.517,0.00722,0.517,0.702,0.0,0.0896,-6.763,0.0247,83.873,4
12,I'll Be Home for Christmas,Christmas,Michael Bublé,2011-10-14,264826,68,0.282,0.934,0.282,0.101,5.05e-05,0.159,-14.657,0.0315,83.13,4
13,Mis Deseos / Feliz Navidad (with Thalia),Christmas,Michael Bublé,2011-10-14,264000,49,0.657,0.6,0.657,0.571,0.0,0.195,-6.52,0.0379,126.004,4
16,Ding Dong Merrily On High,Noël,The Priests,2010-11-02,139613,27,0.445,0.984,0.445,0.271,0.0,0.22,-14.615,0.0284,93.807,4
17,The First Nowell,Noël,The Priests,2010-11-02,196000,25,0.29,0.895,0.29,0.309,3.05e-06,0.0676,-11.3,0.037,74.047,4
18,Sussex Carol,Noël,The Priests,2010-11-02,111760,23,0.556,0.857,0.556,0.251,0.000554,0.149,-10.302,0.0289,83.202,4
19,The Holly and the Ivy,Noël,The Priests,2010-11-02,156746,20,0.357,0.953,0.357,0.184,0.0124,0.0872,-13.911,0.0395,111.216,4
21,In Dulci Jubilo,Noël,The Priests,2010-11-02,94026,19,0.451,0.869,0.451,0.286,0.0,0.174,-12.489,0.031,81.36,4
22,"Merry Christmas, Happy Holidays",Home For Christmas,*NSYNC,1998-10-30,255306,71,0.643,0.104,0.643,0.939,0.0,0.881,-3.967,0.0463,104.999,4
23,Winter Wonderland,"Merry Christmas, Baby",Rod Stewart,2012-01-01,143226,60,0.682,0.729,0.682,0.473,0.0,0.198,-7.57,0.038,117.978,4
24,White Christmas,"Merry Christmas, Baby",Rod Stewart,2012-01-01,227946,44,0.199,0.957,0.199,0.238,0.000216,0.116,-12.075,0.0333,76.973,4
25,"Merry Christmas, Baby","Merry Christmas, Baby",Rod Stewart,2012-01-01,230546,47,0.512,0.332,0.512,0.609,0.0,0.128,-6.245,0.048,202.055,4
26,Let It Snow! Let It Snow! Let It Snow!,"Merry Christmas, Baby",Rod Stewart,2012-01-01,169680,45,0.55,0.835,0.55,0.4,0.0,0.178,-9.3,0.0284,106.999,4
28,Blue Christmas,"Merry Christmas, Baby",Rod Stewart,2012-01-01,207480,43,0.557,0.872,0.557,0.315,4.41e-06,0.201,-11.398,0.0304,81.96,4
29,We Three Kings,"Merry Christmas, Baby",Rod Stewart,2012-01-01,206973,40,0.383,0.759,0.383,0.414,0.0,0.104,-7.103,0.0313,156.014,3
31,Christmas In The Sand,Christmas In The Sand,Colbie Caillat,2012-01-01,227786,46,0.657,0.225,0.657,0.662,0.0,0.286,-6.528,0.0349,132.004,4
32,Merry Christmas Baby,Christmas In The Sand,Colbie Caillat,2012-01-01,220746,38,0.481,0.0345,0.481,0.726,0.0,0.145,-6.372,0.0364,199.942,4
33,The Christmas Song (Merry Christmas To You) - Remastered 1999,The Christmas Song,Nat King Cole,2009-01-01,191640,0,0.381,0.857,0.381,0.141,1.13e-06,0.0995,-15.439,0.0384,131.76,4
34,I Saw Three Ships - 1999 Remastered,The Christmas Song,Nat King Cole,2009-01-01,88253,0,0.651,0.943,0.651,0.25,0.0,0.498,-12.309,0.0465,77.291,4
35,The Christmas Song - Remastered 1999,The Christmas Song,Nat King Cole,2009-01-01,223160,0,0.251,0.863,0.251,0.251,0.000125,0.22,-12.54,0.0311,134.658,4
37,"Baby, It's Cold Outside",My Kind Of Christmas,Dean Martin,2011-09-20,140173,0,0.465,0.879,0.465,0.235,0.0,0.061,-14.01,0.0733,63.058,3
38,Winter Wonderland,James Taylor At Christmas (Bonus Track Version),James Taylor,2006,213360,46,0.598,0.651,0.598,0.304,3.18e-06,0.212,-8.436,0.0328,100.0,4
39,Have Yourself A Merry Little Christmas,James Taylor At Christmas (Bonus Track Version),James Taylor,2006,206186,45,0.413,0.826,0.413,0.133,2.45e-06,0.13,-13.343,0.0296,88.985,3
40,Baby It's Cold Outside,James Taylor At Christmas (Bonus Track Version),James Taylor,2006,257680,43,0.573,0.446,0.573,0.477,0.0,0.1,-9.535,0.108,201.831,4
41,Last Christmas,LAST CHRISTMAS,Wham!,1984-11-29,262960,86,0.735,0.189,0.735,0.478,2.48e-06,0.355,-12.472,0.0293,107.682,4
42,Step Into Christmas,Christmas Number 1's,Various Artists,2007-01-01,268186,0,0.536,0.119,0.536,0.869,2.67e-05,0.126,-8.631,0.0314,140.579,4
44,This Christmas,This Christmas - Songs From The Motion Picture,Original Soundtrack,2007-11-20,197560,62,0.578,0.387,0.578,0.647,0.0,0.0862,-6.031,0.0677,87.932,1
45,What God Wants For Christmas,Home For The Holidays,Darius Rucker,2014-10-27,217800,36,0.323,0.788,0.323,0.385,3.02e-06,0.346,-9.621,0.0307,82.164,4
46,"Baby, It’s Cold Outside",Holidays Rule,Various Artists,2012-01-01,253746,36,0.25,0.902,0.25,0.25,0.0,0.107,-9.806,0.029,73.561,4
47,Feliz Navidad,Feliz Navidad,José Feliciano,2007-11-13,182226,53,0.513,0.548,0.513,0.83,0.0,0.321,-8.666,0.0391,148.795,4
48,Little Drummer Boy,PTXmas (Deluxe Edition),Pentatonix,2013-11-19,255878,0,0.713,0.3,0.713,0.411,7.19e-05,0.0763,-8.24,0.0355,134.007,4
49,Sleigh Ride,Winter Loversland,Tamar Braxton,2013-11-11,117520,41,0.715,0.196,0.715,0.65,0.0,0.319,-5.615,0.163,89.949,4
50,Have Yourself a Merry Little Christmas,Winter Loversland,Tamar Braxton,2013-11-11,175400,24,0.232,0.839,0.232,0.407,0.0,0.114,-6.62,0.0347,79.779,5
52,It Came Upon a Midnight Clear,Let It Snow,Chanticleer,2007-10-15,273893,10,0.118,0.991,0.118,0.0494,0.004,0.11,-24.013,0.0447,74.664,4
53,Styne / Arr Fischer: Let It Snow! Let It Snow! Let It Snow!,Let It Snow,Chanticleer,2007-10-15,308866,7,0.506,0.888,0.506,0.313,0.000339,0.121,-13.077,0.0332,116.096,4
54,The Little Drummer Boy,Christmas With Babyface,Babyface,1998-10-27,244173,27,0.855,0.119,0.855,0.522,0.00185,0.0581,-8.066,0.0406,137.954,4
55,The Christmas Song,Christmas With Babyface,Babyface,1998-10-27,192533,29,0.378,0.621,0.378,0.424,0.0,0.235,-8.248,0.0288,111.381,4
57,"Let It Snow, Let It Snow, Let It Snow",Home For The Holidays,Darius Rucker,2014-10-27,176200,36,0.61,0.573,0.61,0.471,1.4e-05,0.126,-8.913,0.0291,129.914,4
58,"Baby, It's Cold Outside",Home For The Holidays,Darius Rucker,2014-10-27,225533,39,0.641,0.575,0.641,0.525,0.0,0.0769,-8.974,0.0382,118.628,4
59,Sleigh Ride,When My Heart Finds Christmas,"Harry Connick, Jr.",1993-10-26,220760,51,0.494,0.849,0.494,0.341,0.0,0.323,-11.217,0.128,156.125,4
60,It's Beginning to Look a Lot Like Christmas,What A Night! A Christmas Album,"Harry Connick, Jr.",2008-11-03,207666,47,0.581,0.308,0.581,0.387,6.34e-06,0.241,-9.239,0.0591,127.718,4
61,Have a Holly Jolly Christmas,What A Night! A Christmas Album,"Harry Connick, Jr.",2008-11-03,243600,51,0.562,0.648,0.562,0.259,7.32e-05,0.11,-13.438,0.0393,141.023,4
62,This Christmas,A Mary Christmas,Mary J. Blige,2013-01-01,198853,45,0.628,0.309,0.628,0.623,0.0,0.383,-6.893,0.0642,93.011,1
63,Do You Hear What I Hear?,A Mary Christmas,Mary J. Blige,2013-01-01,259746,48,0.418,0.897,0.418,0.25,0.0,0.105,-10.416,0.0311,79.875,4
64,Noche De Paz (Silent Night),A Mary Christmas,Mary J. Blige,2013-01-01,208000,30,0.355,0.948,0.355,0.258,1.13e-06,0.177,-11.417,0.0305,81.05,3
65,The Christmas Song (Chestnuts Roasting On An Open Fire),A Mary Christmas,Mary J. Blige,2013-01-01,233786,37,0.428,0.926,0.428,0.258,0.0,0.104,-9.687,0.033,118.058,1
66,The First Noël,One Wish / The Holiday Album,Whitney Houston,2003-11-18,194626,49,0.604,0.12,0.604,0.631,0.0,0.0883,-5.855,0.0393,126.067,4
67,Joy to the World (with Georgia Mass Choir),One Wish / The Holiday Album,Whitney Houston,2003-11-18,281933,45,0.308,0.413,0.308,0.793,0.0,0.134,-4.233,0.103,173.053,4
68,O Come O Come Emmanuel,One Wish / The Holiday Album,Whitney Houston,2003-11-18,186666,38,0.331,0.883,0.331,0.27,0.0,0.152,-8.095,0.03,99.849,4
69,One Wish (For Christmas),One Wish / The Holiday Album,Whitney Houston,2003-11-18,252240,56,0.501,0.458,0.501,0.474,0.0,0.131,-6.463,0.0303,135.081,3
70,Have Yourself a Merry Little Christmas,One Wish / The Holiday Album,Whitney Houston,2003-11-18,289266,39,0.502,0.586,0.502,0.647,2.42e-05,0.0761,-7.681,0.125,147.988,4
71,The Christmas Song (Chestnuts Roasting on an Open Fire),One Wish / The Holiday Album,Whitney Houston,2003-11-18,192706,49,0.337,0.661,0.337,0.483,0.0,0.0972,-6.517,0.0427,164.236,3
72,Jingle Bell Rock - feat. Miranda Lambert,"Cheers, it's Christmas.",Blake Shelton,2012-10-02,123453,0,0.629,0.235,0.629,0.711,0.0,0.0844,-5.336,0.036,129.945,4
73,Have Yourself a Merry Little Christmas,This Christmas - Songs From The Motion Picture,Original Soundtrack,2007-11-20,304893,37,0.409,0.54,0.409,0.329,1.84e-05,0.102,-10.646,0.0289,102.647,4
74,I'll Be Home,I'll Be Home,Meghan Trainor,2014-11-17,219440,6,0.556,0.307,0.556,0.361,8.04e-06,0.102,-7.761,0.0257,84.787,4
75,The Christmas Waltz,Harry For The Holidays,"Harry Connick, Jr.",2003-08-12,196200,42,0.407,0.709,0.407,0.333,0.0,0.161,-8.92,0.0322,126.795,3
77,Please Come Home for Christmas - 2013 Remaster,The Very Best of the Eagles (2013 Remaster),Eagles,2003-10-21,177440,53,0.612,0.599,0.612,0.289,0.00266,0.0561,-11.568,0.0421,183.18,3
78,Carol of the Bells,PTXmas,Pentatonix,2014-05-05,193880,0,0.474,0.382,0.474,0.604,0.0,0.127,-6.065,0.0374,171.857,3
79,Silent Night,The Best Of/20th Century Masters: The Christmas Collection,Boyz II Men,1993-10-05,152333,43,0.225,0.924,0.225,0.121,1.67e-05,0.128,-19.697,0.0375,117.105,5
80,"Baby, It's Cold Outside",Holiday For Swing!,Seth MacFarlane,2014-09-30,178720,48,0.557,0.763,0.557,0.462,0.0,0.0833,-7.093,0.0404,119.125,4
82,Let It Snow! Let It Snow! Let It Snow!,Holiday For Swing!,Seth MacFarlane,2014-09-30,183626,35,0.454,0.827,0.454,0.313,0.0,0.0787,-8.822,0.0456,125.229,4
83,Have Yourself A Merry Little Christmas,Have Yourself A Merry Little Christmas,Sam Smith,2014-12-05,170964,71,0.438,0.957,0.438,0.178,0.0,0.316,-9.402,0.0414,75.248,1
84,Winter Wonderland,Winter Wonderland,Tony Bennett,2014-12-09,149306,58,0.604,0.727,0.604,0.497,3.95e-05,0.102,-6.676,0.0319,126.011,4
85,Santa Tell Me,Santa Tell Me,Ariana Grande,2014-11-24,204093,87,0.525,0.0489,0.525,0.621,0.0,0.294,-7.364,0.116,191.9,4
86,O Holy Night,These Are Special Times,Céline Dion,1998,320760,0,0.162,0.717,0.162,0.295,3.46e-06,0.0945,-8.873,0.0376,79.206,4
87,Please Come Home for Christmas (Bells Will Be Ringing),Wrapped In Red,Kelly Clarkson,2013-10-29,199080,51,0.302,0.332,0.302,0.619,0.0,0.104,-5.8,0.0438,185.594,3
88,Winter Wonderland / Don't Worry Be Happy (feat. Tori Kelly),That's Christmas To Me,Pentatonix,2014-10-17,207853,0,0.53,0.274,0.53,0.398,0.0,0.0858,-8.506,0.0523,129.592,4
89,Believe,The Polar Express (Original Motion Picture Soundtrack) [Special Edition],Various Artists,2004-11-02,258399,62,0.301,0.62,0.301,0.422,0.0,0.0666,-7.561,0.029,78.411,4
90,Rockin' Around the Christmas Tree,A Brenda Lee Christmas,Brenda Lee,1991-09-13,126146,67,0.682,0.568,0.682,0.641,0.0,0.224,-8.915,0.0386,141.002,4
91,White Christmas - Live,A Very Gaga Holiday,Lady Gaga,2011-11-22,202133,46,0.407,0.654,0.407,0.413,0.0,0.13,-7.209,0.0304,105.821,4
92,This Christmas,My Kind Of Christmas,Christina Aguilera,2000-11-03,241506,71,0.575,0.0687,0.575,0.744,0.0,0.0723,-5.466,0.0603,183.79,4
93,The First Noël (with Faith Hill),Noël,Josh Groban,2007-10-09,273573,68,0.194,0.741,0.194,0.296,2.82e-05,0.0862,-10.429,0.0322,91.547,3
94,I'll Be Home For Christmas,The Classic Christmas Album,Elvis Presley,2012-10-15,214333,42,0.415,0.936,0.415,0.265,0.0136,0.162,-12.41,0.0319,113.458,3
95,Do You Hear What I Hear,Hear Something Country Christmas,Various Artists,2007-10-02,251346,52,0.296,0.594,0.296,0.505,0.0,0.1,-5.305,0.0289,77.562,4
96,Winter Wonderland,Winter Wonderland,Andra Day,2015-11-13,194053,0,0.4,0.844,0.4,0.287,0.0,0.0989,-9.574,0.0409,79.55,4
0,Make It To Me,In The Lonely Hour (Deluxe Edition),Sam Smith,2014-01-01,162732,0,0.453,0.635,0.453,0.377,1.8e-06,0.099,-8.466,0.0896,149.95,4
1,FSU War Chant,#FSUnited,Florida State University Marching Chiefs,2015-09-25,58447,21,0.474,0.0269,0.474,0.338,0.0378,0.0908,-12.658,0.0345,115.761,4
2,Le Regiment,Time & Change,The Ohio State University Marching Band,2013-09-09,117253,32,0.665,0.925,0.665,0.543,0.135,0.798,-10.603,0.0462,141.189,4
3,Ramp Cadences / Buckeye Battle Cry,Time & Change,The Ohio State University Marching Band,2013-09-09,85893,30,0.781,0.9,0.781,0.56,0.934,0.215,-10.481,0.0567,88.884,4
4,Fanfare for a New Era,Time & Change,The Ohio State University Marching Band,2013-09-09,47680,21,0.628,0.904,0.628,0.655,0.976,0.128,-10.32,0.0925,115.066,4
5,Across the Field,Time & Change,The Ohio State University Marching Band,2013-09-09,81333,35,0.532,0.847,0.532,0.554,0.966,0.247,-8.835,0.0326,170.749,4
6,Buckeye Swag,Time & Change,The Ohio State University Marching Band,2013-09-09,68293,35,0.644,0.838,0.644,0.574,0.972,0.0999,-12.326,0.0396,88.642,4
0,All Night Longer,All Night Longer,Sammy Adams,2012-08-20,177093,65,0.712,0.000652,0.712,0.649,0.0,0.0683,-4.753,0.063,127.028,4
2,"Flex (Ooh, Ooh, Ooh)","Flex (Ooh, Ooh, Ooh) - Single",Rich Homie Quan,2015-02-10,176744,67,0.726,0.0389,0.726,0.607,0.0,0.19,-7.68,0.0498,81.997,4
3,I'm an Albatraoz,I'm an Albatraoz,AronChupa,2014-08-08,166848,74,0.883,0.601,0.883,0.817,0.00449,0.11,-5.414,0.235,128.078,4
4,Lean On,Lean On,Major Lazer,2015-03-02,176561,0,0.713,0.00339,0.713,0.79,0.000868,0.485,-4.602,0.0574,98.011,4
5,Ocean Avenue,Ocean Avenue,Yellowcard,2003-01-01,198266,73,0.486,3.43e-05,0.486,0.904,2.83e-05,0.0947,-3.751,0.0638,173.734,4
7,The People's Champion,"We Muzik Trinidad and Tobago (Carnival Soca 2012), Vol. 1",Precision Productions,2012-04-18,239226,0,0.82,0.451,0.82,0.951,1.86e-06,0.077,-4.932,0.0885,122.99,4
8,Stronger,Graduation,Kanye West,2007-09-11,311866,0,0.625,0.00728,0.625,0.726,0.0,0.318,-7.731,0.155,103.98,4
10,Trap Queen,Trap Queen,Fetty Wap,2014-12-15,222093,44,0.746,0.0244,0.746,0.873,0.0,0.354,-3.803,0.128,148.075,4
11,You're On (feat. Kyan),You're On (feat. Kyan),Madeon,2014-12-08,192706,39,0.511,0.0273,0.511,0.917,0.0,0.819,-3.239,0.124,100.123,4
12,6 Foot 7 Foot,Tha Carter IV (Deluxe),Lil Wayne,2011-01-01,248586,40,0.365,0.000707,0.365,0.751,0.0,0.318,-5.429,0.304,79.119,4
13,3005,Because The Internet,Childish Gambino,2013-01-01,234213,0,0.473,0.149,0.473,0.461,0.0,0.0973,-6.474,0.333,165.985,4
14,Light It Up (feat. Nyla),Peace Is The Mission,Major Lazer,2015-06-01,198718,0,0.338,0.0198,0.338,0.963,0.00459,0.194,-2.582,0.162,179.6,4
15,Holding On,Holding On,Disclosure,2015-05-26,315094,0,0.683,0.172,0.683,0.805,0.000231,0.357,-5.24,0.353,123.658,4
16,What Do You Mean?,What Do You Mean?,Justin Bieber,2015-08-28,207546,0,0.841,0.65,0.841,0.571,0.00033,0.0895,-8.066,0.102,125.032,4
18,679 (feat. Remy Boyz),679 (feat. Remy Boyz),Fetty Wap,2015-06-29,196693,76,0.618,0.00256,0.618,0.717,0.0,0.625,-5.738,0.318,190.05,4
19,I. The Worst Guys,Because The Internet,Childish Gambino,2013-01-01,219746,0,0.613,0.0534,0.613,0.684,0.0,0.0662,-6.488,0.104,97.028,4
21,Follow You Down,Clarity,Zedd,2012-01-01,347280,46,0.688,0.00792,0.688,0.694,0.0117,0.365,-5.335,0.0451,128.009,4
22,Lunar - Edit,Nothing but the Beat 2.0,David Guetta,2011-08-26,190000,20,0.524,0.000935,0.524,0.851,0.00811,0.334,-3.459,0.188,127.987,4
23,Spectrum (Say My Name) - Calvin Harris Remix,Spectrum (Say My Name) EP,Florence + The Machine,2012-01-01,218190,53,0.578,0.00225,0.578,0.946,0.00412,0.0966,-3.85,0.0482,126.092,4
24,Pay No Mind (feat. Passion Pit),Adventure (Deluxe),Madeon,2015-03-30,249440,51,0.546,0.00592,0.546,0.852,0.0,0.159,-2.445,0.102,112.183,4
26,Post to Be (feat. Chris Brown & Jhene Aiko),Sex Playlist,Omarion,2014-12-02,226580,72,0.733,0.0697,0.733,0.676,0.0,0.208,-5.655,0.0432,97.448,4
27,Echoes,Caracal (Deluxe),Disclosure,2015-09-25,309458,39,0.769,0.00474,0.769,0.926,0.000265,0.0561,-7.093,0.117,127.968,4
28,Holding On,Caracal (Deluxe),Disclosure,2015-09-25,315000,55,0.71,0.139,0.71,0.804,0.000246,0.241,-5.207,0.333,124.004,4
29,Feelings,V (Deluxe),Maroon 5,2015-05-18,194773,40,0.693,0.00365,0.693,0.727,0.0,0.0576,-5.364,0.0749,121.937,4
1,Wake Me Up Before You Go-Go,Make It Big,Wham!,1984-10-23,231333,79,0.62,0.271,0.62,0.573,0.0,0.0607,-11.893,0.0423,81.548,4
2,This Is How We Do,PRISM (Deluxe),Katy Perry,2013-10-18,204285,62,0.69,0.0203,0.69,0.636,0.0,0.147,-6.028,0.0457,96.0,4
3,Budapest,Wanted on Voyage,George Ezra,2015-01-20,200733,1,0.717,0.0846,0.717,0.455,0.0,0.11,-8.303,0.0276,127.812,4
4,Amsterdam,Night Visions (Deluxe),Imagine Dragons,2012-09-04,241426,44,0.516,0.00852,0.516,0.768,8.49e-06,0.136,-4.964,0.0362,115.005,4
5,Ship To Wreck,"How Big, How Blue, How Beautiful",Florence + The Machine,2015-06-01,234526,38,0.564,0.00147,0.564,0.923,0.0,0.277,-3.843,0.0325,141.991,4
6,Jealous,Nick Jonas (Deluxe),Nick Jonas,2014-11-10,223106,0,0.7,0.0129,0.7,0.696,0.0,0.488,-3.842,0.103,93.066,4
7,Valerie (feat. Amy Winehouse) - Version Revisited,Version,Mark Ronson,2007-07-10,219413,1,0.698,0.00253,0.698,0.844,0.000426,0.124,-4.789,0.0544,105.828,4
0,Don't Wanna Fight,Don't Wanna Fight,Alabama Shakes,2015-02-10,232530,0,0.613,0.238,0.613,0.918,0.137,0.108,-3.252,0.156,100.817,4
1,Sugar,V,Maroon 5,2014-09-02,235493,81,0.748,0.0591,0.748,0.788,0.0,0.0863,-7.055,0.0334,120.076,4
2,American Kids,The Big Revival,Kenny Chesney,2014-09-22,182960,70,0.782,0.0476,0.782,0.589,5.84e-06,0.0366,-7.37,0.0803,85.022,4
3,Dancing With Myself - 2001 Digital Remaster,Billy Idol,Billy Idol,1982,196906,0,0.387,0.00135,0.387,0.906,3.96e-06,0.582,-4.536,0.102,177.031,4
4,Mr. Brightside,Hot Fuss,The Killers,2004-06-15,222586,77,0.356,0.00101,0.356,0.924,0.0,0.0953,-3.74,0.0808,148.017,4
9,You're On (feat. Kyan),Adventure (Deluxe),Madeon,2015-03-30,192720,54,0.49,0.0227,0.49,0.914,0.0,0.793,-3.202,0.167,100.1,4
0,Brothers,Tenboom,Penny and Sparrow,2013-01-08,226533,45,0.668,0.447,0.668,0.467,0.00758,0.124,-10.914,0.0238,91.961,4
1,We Will All Be Changed,This Is Where We Are,Seryn,2011-01-25,308533,0,0.565,0.63,0.565,0.581,0.000106,0.121,-6.641,0.0365,123.018,3
2,into the wild,The Wild,Lewis Watson,2013-03-22,226789,31,0.642,0.407,0.642,0.668,0.000868,0.209,-8.051,0.0262,129.986,4
3,Geronimo,Geronimo,Sheppard,2014-01-01,218227,0,0.708,0.421,0.708,0.779,0.00176,0.115,-6.28,0.0787,142.012,4
4,One Heart/Million Voices,Symmetry,New Empire,2011-09-16,252253,38,0.502,0.157,0.502,0.38,0.0,0.0939,-6.303,0.0271,140.007,4
5,Campfire,Campfire,Satellite Stories,2013-10-18,208759,0,0.449,0.00178,0.449,0.642,0.00294,0.191,-6.505,0.0752,155.884,4
6,Riptide,Riptide,Vance Joy,2013-05-21,204280,55,0.484,0.431,0.484,0.731,0.0,0.151,-6.694,0.0379,101.654,4
7,Smile,Smile,Mikky Ekko,2014-08-15,208346,43,0.497,0.04,0.497,0.669,0.0,0.1,-7.402,0.0574,100.696,4
0,Shake It Off,Shake It Off,Taylor Swift,2014-08-19,219209,0,0.645,0.0547,0.645,0.797,0.0,0.408,-5.355,0.159,160.078,4
